Attrition Date,Age,Attrition,BusinessTravel,Department,Education,EmployeeCount,EmployeeNumber,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PerformanceRating
03-07-2022 00:00,19,Yes,Non-Travel,Research & Development,Bachelor's Degree,1,1248,Female,Research Scientist,2,Single,1859,6148,1,Yes,4
,29,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1249,Female,Research Scientist,4,Divorced,3760,5598,1,No,3
,54,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1250,Male,Research Director,4,Married,17779,23474,3,No,3
,31,No,Travel_Rarely,Research & Development,Associates Degree,1,1251,Male,Healthcare Representative,1,Married,6833,17089,1,Yes,3
,31,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1252,Female,Healthcare Representative,1,Single,6812,17198,1,No,3
,59,No,Travel_Rarely,Sales,Bachelor's Degree,1,1254,Female,Sales Executive,4,Single,5171,16490,5,No,3
,43,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1255,Male,Research Director,4,Married,19740,18625,3,No,3
,49,No,Travel_Rarely,Research & Development,Associates Degree,1,1256,Male,Manager,3,Married,18711,12124,2,No,3
,36,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,1257,Male,Research Scientist,2,Married,3692,9256,1,No,3
,48,No,Travel_Rarely,Research & Development,Associates Degree,1,1258,Male,Laboratory Technician,2,Single,2559,16620,5,No,3
,27,No,Travel_Rarely,Research & Development,Associates Degree,1,1259,Male,Research Scientist,3,Divorced,2517,3208,1,No,3
,29,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1260,Male,Healthcare Representative,4,Divorced,6623,4204,1,Yes,3
,48,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1263,Male,Research Director,4,Single,18265,8733,6,No,3
,29,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1264,Female,Research Director,4,Divorced,16124,3423,3,No,3
,34,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1265,Female,Research Scientist,3,Married,2585,21643,0,No,3
,44,No,Travel_Rarely,Sales,Bachelor's Degree,1,1267,Male,Manager,2,Married,18213,8751,7,No,3
,33,No,Travel_Rarely,Sales,Doctoral Degree,1,1268,Male,Sales Executive,3,Divorced,8380,21708,0,Yes,3
,19,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1269,Female,Research Scientist,4,Single,2994,21221,1,Yes,3
,23,No,Travel_Rarely,Research & Development,Associates Degree,1,1270,Male,Research Scientist,3,Married,1223,16901,1,No,4
07-01-2021 00:00,25,Yes,Travel_Frequently,Sales,High School,1,1273,Male,Sales Representative,4,Single,1118,8040,1,Yes,3
,26,No,Travel_Rarely,Research & Development,Associates Degree,1,1275,Male,Research Scientist,4,Single,2875,9973,1,Yes,4
4/25/2022 12:00:00 AM,45,Yes,Travel_Rarely,Sales,Bachelor's Degree,1,1277,Female,Manager,2,Single,18824,2493,2,Yes,3
,55,No,Non-Travel,Research & Development,High School,1,1278,Male,Healthcare Representative,2,Divorced,13577,25592,1,Yes,3
12/30/2021 12:00:00 AM,21,Yes,Travel_Frequently,Research & Development,Associates Degree,1,1279,Female,Laboratory Technician,3,Single,2625,25308,1,No,4
,46,No,Travel_Rarely,Sales,Associates Degree,1,1280,Female,Manager,2,Married,18789,9946,2,No,3
,34,No,Travel_Rarely,Sales,Bachelor's Degree,1,1281,Female,Sales Executive,1,Single,4538,6039,0,Yes,3
,51,No,Travel_Frequently,Sales,Bachelor's Degree,1,1282,Male,Manager,2,Divorced,19847,19196,4,Yes,4
,59,No,Travel_Rarely,Research & Development,Master's Degree,1,1283,Male,Manufacturing Director,4,Single,10512,20002,6,No,3
,34,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,1285,Female,Laboratory Technician,2,Divorced,4444,22534,4,No,3
,28,No,Travel_Frequently,Research & Development,Master's Degree,1,1286,Male,Laboratory Technician,3,Single,2154,6842,0,Yes,3
,44,No,Travel_Rarely,Research & Development,Associates Degree,1,1288,Male,Manager,1,Divorced,19190,17477,1,No,3
,34,No,Travel_Frequently,Human Resources,Bachelor's Degree,1,1289,Male,Human Resources,2,Married,4490,21833,4,No,3
,35,No,Travel_Rarely,Research & Development,High School,1,1291,Male,Research Scientist,3,Married,3506,6020,0,Yes,3
,42,No,Travel_Rarely,Research & Development,Master's Degree,1,1292,Female,Research Scientist,2,Married,2372,5628,6,Yes,3
,43,No,Travel_Rarely,Sales,Master's Degree,1,1293,Female,Sales Executive,4,Single,10231,20364,3,No,3
,36,No,Travel_Rarely,Research & Development,Master's Degree,1,1294,Female,Manufacturing Director,2,Single,5410,2323,9,Yes,3
1/28/2022 12:00:00 AM,44,Yes,Travel_Rarely,Research & Development,Bachelor's Degree,1,1295,Female,Healthcare Representative,4,Married,7978,14075,1,No,3
,28,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,1296,Male,Laboratory Technician,4,Married,3867,14222,1,Yes,3
,51,No,Travel_Frequently,Research & Development,Associates Degree,1,1297,Female,Laboratory Technician,3,Single,2838,4257,0,No,3
,30,No,Non-Travel,Research & Development,Associates Degree,1,1298,Female,Manufacturing Director,3,Single,4695,12858,7,Yes,3
1/21/2022 12:00:00 AM,29,Yes,Travel_Rarely,Research & Development,Bachelor's Degree,1,1299,Female,Laboratory Technician,3,Divorced,3339,17285,3,Yes,3
,28,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1301,Male,Research Scientist,1,Single,2080,4732,2,No,3
,25,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1303,Female,Research Scientist,2,Single,2096,18830,1,No,3
,32,No,Travel_Rarely,Sales,Bachelor's Degree,1,1304,Male,Sales Executive,4,Married,6209,11693,1,No,3
,45,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,1306,Female,Manager,2,Single,18061,13035,3,No,4
,39,No,Travel_Rarely,Research & Development,Master's Degree,1,1307,Female,Manager,2,Divorced,17123,17334,6,Yes,3
,58,No,Travel_Rarely,Research & Development,Master's Degree,1,1308,Male,Research Scientist,3,Divorced,2372,26076,1,No,3
02-11-2022 00:00,32,Yes,Travel_Rarely,Research & Development,Associates Degree,1,1309,Male,Laboratory Technician,3,Married,4883,22845,1,No,3
12-03-2021 00:00,39,Yes,Travel_Rarely,Research & Development,Bachelor's Degree,1,1310,Male,Research Scientist,1,Single,3904,22154,0,No,3
,30,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1311,Female,Laboratory Technician,4,Married,4627,23631,0,No,3
,36,No,Travel_Rarely,Research & Development,Master's Degree,1,1312,Female,Healthcare Representative,3,Married,7094,5747,3,No,3
,46,No,Travel_Rarely,Human Resources,Associates Degree,1,1314,Female,Human Resources,1,Single,3423,22957,6,No,3
,28,No,Non-Travel,Research & Development,Bachelor's Degree,1,1315,Female,Laboratory Technician,4,Married,6674,16392,0,No,3
,50,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1317,Female,Research Director,1,Married,16880,22422,4,Yes,3
9/30/2021 12:00:00 AM,40,Yes,Travel_Rarely,Sales,Master's Degree,1,1318,Male,Sales Executive,2,Single,9094,17235,2,Yes,3
03-09-2022 00:00,52,Yes,Travel_Rarely,Sales,Bachelor's Degree,1,1319,Male,Sales Executive,2,Single,8446,21534,9,Yes,3
,30,No,Travel_Rarely,Research & Development,Master's Degree,1,1321,Female,Manager,1,Married,11916,25927,1,Yes,4
,39,No,Travel_Rarely,Research & Development,Associates Degree,1,1322,Male,Manufacturing Director,3,Single,4534,13352,0,No,3
,31,No,Non-Travel,Sales,Master's Degree,1,1324,Female,Sales Executive,3,Divorced,9852,8935,1,Yes,3
,41,No,Non-Travel,Sales,Associates Degree,1,1329,Male,Sales Executive,2,Single,6151,22074,1,No,3
4/26/2022 12:00:00 AM,31,Yes,Travel_Frequently,Sales,Bachelor's Degree,1,1331,Female,Sales Representative,2,Single,2302,8319,1,Yes,3
04-04-2022 00:00,44,Yes,Travel_Rarely,Research & Development,Bachelor's Degree,1,1333,Male,Laboratory Technician,1,Married,2362,14669,4,No,3
,42,No,Non-Travel,Research & Development,High School,1,1334,Male,Manager,3,Married,17861,26582,0,Yes,3
,55,No,Travel_Rarely,Research & Development,Associates Degree,1,1336,Female,Manager,3,Married,19187,6992,4,No,3
,56,No,Travel_Rarely,Human Resources,Master's Degree,1,1338,Male,Manager,2,Single,19717,4022,6,No,3
,40,No,Non-Travel,Research & Development,Associates Degree,1,1340,Male,Research Scientist,3,Divorced,3544,8532,9,No,3
,34,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1344,Male,Healthcare Representative,4,Divorced,8500,5494,0,No,3
,40,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1346,Male,Research Scientist,4,Single,4661,22455,1,No,3
,41,No,Travel_Frequently,Sales,Bachelor's Degree,1,1349,Female,Sales Executive,1,Divorced,4103,4297,0,No,3
,35,No,Travel_Frequently,Research & Development,Master's Degree,1,1350,Male,Research Scientist,3,Single,4249,2690,1,Yes,3
,51,No,Travel_Rarely,Human Resources,Bachelor's Degree,1,1352,Male,Manager,2,Divorced,14026,17588,1,Yes,3
,38,No,Travel_Rarely,Sales,Associates Degree,1,1355,Female,Sales Executive,1,Divorced,6893,19461,3,No,3
,34,No,Travel_Rarely,Sales,Associates Degree,1,1356,Female,Sales Executive,1,Single,6125,23553,1,No,3
,25,No,Travel_Rarely,Research & Development,High School,1,1358,Male,Laboratory Technician,4,Married,3669,9075,3,No,3
3/25/2022 12:00:00 AM,58,Yes,Travel_Rarely,Research & Development,Master's Degree,1,1360,Female,Manufacturing Director,1,Married,10008,12023,7,Yes,3
,40,No,Travel_Rarely,Research & Development,Master's Degree,1,1361,Male,Laboratory Technician,2,Married,2387,6762,3,No,4
,36,No,Travel_Frequently,Sales,Bachelor's Degree,1,1362,Female,Sales Executive,1,Married,4639,2261,2,No,3
,48,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1363,Male,Manufacturing Director,4,Single,7898,18706,1,No,3
,27,No,Travel_Rarely,Sales,Bachelor's Degree,1,1364,Female,Sales Representative,4,Married,2534,6527,8,No,3
,51,No,Travel_Rarely,Research & Development,Associates Degree,1,1367,Female,Manufacturing Director,2,Single,13142,24439,3,No,3
,18,No,Non-Travel,Research & Development,Bachelor's Degree,1,1368,Female,Laboratory Technician,4,Single,1611,19305,1,No,3
,35,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1369,Female,Laboratory Technician,4,Married,5363,10846,0,No,3
,27,No,Travel_Frequently,Sales,High School,1,1371,Male,Sales Executive,4,Single,5071,20392,3,No,4
1/16/2022 12:00:00 AM,55,Yes,Travel_Rarely,Sales,Master's Degree,1,1372,Male,Sales Executive,3,Single,13695,9277,6,Yes,3
,56,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1373,Male,Manufacturing Director,2,Married,13402,18235,4,Yes,3
,34,No,Non-Travel,Research & Development,High School,1,1374,Female,Research Scientist,3,Divorced,2029,15891,1,No,4
,40,No,Travel_Rarely,Research & Development,High School,1,1375,Female,Healthcare Representative,3,Divorced,6377,13888,5,No,4
,34,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1377,Male,Laboratory Technician,3,Married,5429,17491,4,No,3
4/13/2022 12:00:00 AM,31,Yes,Travel_Frequently,Sales,Bachelor's Degree,1,1379,Female,Sales Representative,4,Single,2785,11882,7,No,3
11/28/2021 12:00:00 AM,35,Yes,Travel_Frequently,Sales,Master's Degree,1,1380,Female,Sales Executive,3,Married,4614,23288,0,Yes,3
,38,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,1382,Male,Research Scientist,3,Divorced,2610,15748,1,No,3
,34,No,Travel_Rarely,Research & Development,Master's Degree,1,1383,Female,Healthcare Representative,4,Single,6687,6163,1,No,3
,28,No,Travel_Rarely,Sales,Bachelor's Degree,1,1387,Male,Sales Executive,1,Married,4724,24232,1,No,3
12-10-2021 00:00,31,Yes,Travel_Rarely,Research & Development,Master's Degree,1,1389,Male,Manufacturing Director,3,Married,6179,21057,1,Yes,3
,39,No,Travel_Rarely,Sales,Master's Degree,1,1390,Male,Sales Executive,4,Married,6120,3567,3,Yes,3
,51,No,Travel_Frequently,Sales,Bachelor's Degree,1,1391,Male,Sales Executive,2,Married,10596,15395,2,No,3
,41,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,1392,Female,Research Scientist,4,Divorced,5467,13953,3,Yes,3
,37,No,Travel_Rarely,Research & Development,High School,1,1394,Male,Research Scientist,3,Married,2996,5182,7,Yes,3
,33,No,Travel_Frequently,Sales,High School,1,1395,Male,Sales Executive,4,Married,9998,19293,6,No,3
,32,No,Travel_Rarely,Sales,High School,1,1396,Male,Sales Executive,2,Married,4078,20497,0,Yes,3
,39,No,Non-Travel,Research & Development,Associates Degree,1,1397,Male,Healthcare Representative,3,Married,10920,3449,3,No,4
,25,No,Travel_Rarely,Sales,High School,1,1399,Male,Sales Executive,3,Married,6232,12477,2,No,3
,52,No,Travel_Frequently,Research & Development,Associates Degree,1,1401,Female,Manufacturing Director,3,Married,13247,9731,2,Yes,3
,43,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1402,Female,Research Scientist,3,Single,4081,20003,1,Yes,3
,27,No,Travel_Rarely,Sales,Bachelor's Degree,1,1403,Female,Sales Executive,4,Married,5769,7100,1,Yes,3
10-04-2021 00:00,27,Yes,Travel_Rarely,Research & Development,Master's Degree,1,1405,Female,Research Scientist,3,Single,2394,25681,1,Yes,3
,26,No,Travel_Rarely,Research & Development,High School,1,1407,Male,Research Scientist,4,Single,3904,4050,0,No,3
,42,No,Travel_Rarely,Human Resources,Bachelor's Degree,1,1408,Female,Manager,1,Married,16799,16616,0,No,3
,32,No,Non-Travel,Research & Development,Master's Degree,1,1955,Female,Healthcare Representative,4,Divorced,6667,16542,5,No,3
,35,No,Non-Travel,Research & Development,Master's Degree,1,1630,Female,Healthcare Representative,3,Married,4148,12250,1,No,3
,47,No,Non-Travel,Research & Development,High School,1,2000,Female,Research Director,2,Married,11957,17231,0,No,3
,36,No,Non-Travel,Research & Development,Master's Degree,1,1662,Female,Manufacturing Director,3,Married,4374,15411,0,No,3
,39,No,Non-Travel,Sales,Master's Degree,1,1929,Female,Sales Executive,3,Married,5736,3987,6,No,3
,24,No,Non-Travel,Sales,Associates Degree,1,1495,Female,Sales Representative,2,Married,2033,7103,1,No,3
,18,No,Non-Travel,Research & Development,Bachelor's Degree,1,1839,Female,Research Scientist,3,Single,1514,8018,1,No,3
,33,No,Non-Travel,Sales,Bachelor's Degree,1,1756,Female,Sales Executive,2,Single,5147,10697,8,No,3
,48,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,1900,Female,Manager,4,Divorced,17174,2437,3,No,3
,36,No,Travel_Frequently,Research & Development,Associates Degree,1,2025,Female,Manufacturing Director,2,Divorced,5131,9192,7,No,3
,38,No,Travel_Frequently,Research & Development,Associates Degree,1,1760,Female,Laboratory Technician,2,Married,2468,15963,4,No,3
,40,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,1985,Female,Laboratory Technician,3,Married,6323,26849,1,No,3
,27,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,1870,Female,Research Scientist,1,Married,4774,23844,0,No,3
,29,No,Travel_Frequently,Research & Development,High School,1,1513,Female,Laboratory Technician,2,Married,3180,4668,0,No,3
,44,No,Travel_Frequently,Sales,Doctoral Degree,1,1481,Female,Sales Executive,3,Married,4768,9282,7,No,3
,31,No,Travel_Frequently,Sales,Master's Degree,1,1833,Female,Sales Executive,1,Married,9637,8277,2,No,3
,42,No,Travel_Frequently,Research & Development,Associates Degree,1,1480,Female,Laboratory Technician,4,Single,3673,16458,1,No,3
,39,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,1633,Female,Manufacturing Director,3,Single,5042,3140,0,No,3
,30,No,Travel_Frequently,Research & Development,Master's Degree,1,1745,Female,Research Scientist,1,Single,4968,26427,0,No,3
,31,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1916,Female,Laboratory Technician,3,Divorced,3978,16031,8,No,3
,40,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1829,Female,Healthcare Representative,1,Divorced,4448,10748,2,No,3
,40,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1822,Female,Healthcare Representative,4,Divorced,6513,9060,4,No,3
,29,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1762,Female,Research Scientist,1,Divorced,2109,10007,1,No,3
,34,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1658,Female,Research Scientist,2,Divorced,5433,19332,1,No,3
,45,No,Travel_Rarely,Research & Development,Associates Degree,1,1635,Female,Manufacturing Director,4,Divorced,5770,5388,1,No,3
,50,No,Travel_Rarely,Research & Development,Doctoral Degree,1,1656,Female,Research Director,1,Divorced,13269,21981,5,No,3
,46,No,Travel_Rarely,Sales,Bachelor's Degree,1,1863,Female,Sales Executive,1,Divorced,13225,7739,2,No,3
,47,No,Travel_Rarely,Sales,Master's Degree,1,1676,Female,Manager,2,Divorced,15972,21086,6,No,3
,48,No,Travel_Rarely,Sales,Master's Degree,1,1557,Female,Sales Executive,3,Divorced,6439,13693,8,No,3
,30,No,Travel_Rarely,Sales,Master's Degree,1,1428,Female,Sales Executive,1,Divorced,4779,12761,7,No,3
,25,No,Travel_Rarely,Human Resources,Bachelor's Degree,1,1987,Female,Human Resources,2,Married,2187,19655,4,No,3
,47,No,Travel_Rarely,Human Resources,Master's Degree,1,1625,Female,Manager,3,Married,19658,5220,3,No,3
,33,No,Travel_Rarely,Research & Development,Master's Degree,1,1502,Female,Laboratory Technician,2,Married,3838,8192,8,No,3
,43,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1866,Female,Manager,3,Married,19392,22539,7,No,3
,51,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1786,Female,Manager,3,Married,13116,22984,2,No,3
,49,No,Travel_Rarely,Research & Development,Master's Degree,1,1655,Female,Research Director,2,Married,16413,3498,3,No,3
,47,No,Travel_Rarely,Research & Development,Master's Degree,1,1443,Female,Research Director,3,Married,17169,26703,3,No,3
,54,No,Travel_Rarely,Research & Development,Associates Degree,1,1969,Female,Research Scientist,3,Married,2897,22474,3,No,3
,40,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1628,Female,Manufacturing Director,3,Married,10435,25800,1,No,3
,27,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1647,Female,Research Scientist,3,Married,3517,22490,7,No,3
,34,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1701,Female,Research Scientist,4,Married,2929,20338,1,No,3
,38,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,2015,Female,Research Director,3,Married,13206,3376,3,No,3
,37,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1640,Female,Research Scientist,2,Married,3936,9953,1,No,3
,36,No,Travel_Rarely,Research & Development,Master's Degree,1,1651,Female,Healthcare Representative,1,Married,8008,22792,4,No,3
,45,No,Travel_Rarely,Research & Development,Associates Degree,1,1888,Female,Manufacturing Director,4,Married,5906,23888,0,No,3
,32,No,Travel_Rarely,Research & Development,Master's Degree,1,1607,Female,Research Scientist,4,Married,3312,18783,3,No,3
,52,No,Travel_Rarely,Research & Development,Master's Degree,1,1409,Female,Laboratory Technician,1,Married,2950,17363,9,No,3
,29,No,Travel_Rarely,Research & Development,High School,1,1544,Female,Healthcare Representative,1,Married,9715,7288,3,No,3
,35,No,Travel_Rarely,Research & Development,Master's Degree,1,2052,Female,Research Scientist,4,Married,2977,8952,1,No,3
,40,No,Travel_Rarely,Research & Development,Associates Degree,1,1802,Female,Laboratory Technician,1,Married,3377,25605,4,No,3
,49,No,Travel_Rarely,Research & Development,Master's Degree,1,1617,Female,Laboratory Technician,1,Married,3211,22102,1,No,3
,48,No,Travel_Rarely,Research & Development,Master's Degree,1,1576,Female,Research Scientist,1,Married,2367,16530,8,No,3
,40,No,Travel_Rarely,Research & Development,Master's Degree,1,2051,Female,Research Scientist,3,Married,2001,12549,2,No,3
,34,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1447,Female,Laboratory Technician,2,Married,3294,3708,5,No,3
,32,No,Travel_Rarely,Research & Development,Associates Degree,1,1555,Female,Research Scientist,2,Married,5878,15624,3,No,3
,38,No,Travel_Rarely,Research & Development,Associates Degree,1,1782,Female,Laboratory Technician,3,Married,3702,16376,1,No,3
,54,No,Travel_Rarely,Research & Development,Master's Degree,1,1830,Female,Research Scientist,4,Married,6854,15696,4,No,3
,29,No,Travel_Rarely,Research & Development,Master's Degree,1,1709,Female,Laboratory Technician,3,Married,2974,25412,9,No,3
,38,No,Travel_Rarely,Research & Development,Associates Degree,1,1687,Female,Laboratory Technician,3,Married,3306,26176,7,No,3
,38,No,Travel_Rarely,Sales,Associates Degree,1,2041,Female,Sales Executive,4,Married,5343,5982,1,No,3
,31,No,Travel_Rarely,Sales,Master's Degree,1,1784,Female,Sales Executive,4,Married,5468,13402,1,No,3
,31,No,Travel_Rarely,Sales,Master's Degree,1,1673,Female,Sales Executive,4,Married,5476,22589,1,No,3
,36,No,Travel_Rarely,Sales,Bachelor's Degree,1,2024,Female,Sales Executive,4,Married,7644,12695,0,No,3
,39,No,Travel_Rarely,Sales,High School,1,2056,Female,Sales Executive,4,Married,12031,8828,0,No,3
,36,No,Travel_Rarely,Sales,Master's Degree,1,2045,Female,Sales Executive,4,Married,6652,14369,4,No,3
,40,No,Travel_Rarely,Sales,Associates Degree,1,1986,Female,Sales Executive,2,Married,5677,4258,3,No,3
,28,No,Travel_Rarely,Sales,Bachelor's Degree,1,1875,Female,Sales Representative,2,Married,2856,3692,1,No,3
,46,No,Travel_Rarely,Sales,Bachelor's Degree,1,1527,Female,Manager,2,Married,16606,11380,8,No,3
,36,No,Travel_Rarely,Sales,Master's Degree,1,1436,Female,Sales Executive,1,Married,5647,13494,4,No,3
,32,No,Travel_Rarely,Sales,Master's Degree,1,2016,Female,Sales Executive,4,Married,10422,24032,1,No,3
,56,No,Travel_Rarely,Sales,Doctoral Degree,1,1935,Female,Sales Executive,1,Married,5380,20328,4,No,3
,40,No,Travel_Rarely,Sales,Associates Degree,1,1598,Female,Sales Executive,1,Married,4639,11262,1,No,3
,31,No,Travel_Rarely,Human Resources,Associates Degree,1,1461,Female,Human Resources,2,Single,2109,24609,9,No,3
,37,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1411,Female,Laboratory Technician,3,Single,3629,19106,4,No,3
,30,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1816,Female,Manufacturing Director,3,Single,9667,2739,9,No,3
,31,No,Travel_Rarely,Research & Development,Doctoral Degree,1,1430,Female,Research Director,2,Single,16422,8847,3,No,3
,47,No,Travel_Rarely,Research & Development,Master's Degree,1,1856,Female,Laboratory Technician,3,Single,2105,5411,4,No,3
,39,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1525,Female,Manufacturing Director,2,Single,8376,9150,4,No,3
,32,No,Travel_Rarely,Research & Development,Master's Degree,1,2010,Female,Laboratory Technician,2,Single,2837,15919,1,No,3
,23,No,Travel_Rarely,Research & Development,High School,1,1735,Female,Laboratory Technician,2,Single,3295,12862,1,No,3
,27,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1751,Female,Research Scientist,4,Single,3445,6152,1,No,3
,29,No,Travel_Rarely,Research & Development,Master's Degree,1,2054,Female,Research Scientist,1,Single,3785,8489,1,No,3
,45,No,Travel_Rarely,Research & Development,Associates Degree,1,1719,Female,Research Director,2,Single,16704,17119,1,No,3
,35,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1529,Female,Healthcare Representative,2,Single,8606,21195,1,No,3
,54,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1422,Female,Research Director,4,Single,17328,5652,6,No,3
,27,No,Travel_Rarely,Sales,Associates Degree,1,1898,Female,Sales Executive,3,Single,6500,26997,0,No,3
,36,No,Travel_Rarely,Sales,Master's Degree,1,1585,Female,Sales Executive,3,Single,6815,21447,6,No,3
,38,No,Travel_Rarely,Sales,Bachelor's Degree,1,1583,Female,Sales Executive,2,Single,4198,16379,2,No,3
,20,No,Travel_Rarely,Sales,Bachelor's Degree,1,1657,Female,Sales Representative,3,Single,2783,13251,1,No,3
,36,No,Travel_Rarely,Sales,Master's Degree,1,1710,Female,Sales Representative,4,Single,4502,7439,3,No,3
,34,No,Travel_Rarely,Sales,Associates Degree,1,1779,Female,Sales Executive,4,Single,6029,25353,5,No,3
,45,No,Travel_Rarely,Sales,Bachelor's Degree,1,2046,Female,Sales Executive,3,Single,4850,23333,8,No,3
,49,No,Travel_Rarely,Sales,Master's Degree,1,1757,Female,Sales Executive,4,Single,4507,8191,3,No,3
,26,No,Travel_Rarely,Sales,Bachelor's Degree,1,2060,Female,Sales Representative,3,Single,2966,21378,0,No,3
,31,No,Non-Travel,Research & Development,Bachelor's Degree,1,1979,Female,Research Director,3,Married,11031,26862,4,No,4
,45,No,Non-Travel,Sales,Master's Degree,1,1845,Female,Sales Executive,3,Married,5154,19665,4,No,4
,54,No,Travel_Frequently,Research & Development,Master's Degree,1,1520,Female,Manager,4,Divorced,16032,24456,3,No,4
,38,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,1675,Female,Laboratory Technician,2,Single,2440,23826,1,No,4
,31,No,Travel_Frequently,Research & Development,High School,1,1736,Female,Manufacturing Director,4,Single,5238,6670,2,No,4
,28,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1622,Female,Manufacturing Director,1,Divorced,4877,20460,0,No,4
,45,No,Travel_Rarely,Human Resources,Bachelor's Degree,1,1744,Female,Human Resources,3,Married,9756,6595,4,No,4
,26,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1581,Female,Research Scientist,4,Married,2061,11133,1,No,4
,41,No,Travel_Rarely,Research & Development,Master's Degree,1,2034,Female,Manufacturing Director,2,Married,13570,5640,0,No,4
,56,No,Travel_Rarely,Research & Development,Associates Degree,1,1441,Female,Research Scientist,1,Married,2066,10494,2,No,4
,54,No,Travel_Rarely,Research & Development,Doctoral Degree,1,1665,Female,Manager,3,Married,17426,18685,3,No,4
,49,No,Travel_Rarely,Research & Development,Associates Degree,1,1509,Female,Laboratory Technician,1,Married,4789,23070,4,No,4
,28,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1834,Female,Research Scientist,1,Married,3591,12719,1,No,4
,27,No,Travel_Rarely,Sales,High School,1,1864,Female,Sales Representative,3,Married,3540,7018,1,No,4
,35,No,Travel_Rarely,Sales,Master's Degree,1,1554,Female,Sales Representative,3,Married,2430,26204,0,No,4
,41,No,Travel_Rarely,Sales,Bachelor's Degree,1,1909,Female,Sales Executive,2,Married,4393,26841,5,No,4
,34,No,Travel_Rarely,Sales,Bachelor's Degree,1,2035,Female,Sales Executive,3,Married,6712,8978,1,No,4
,38,No,Non-Travel,Human Resources,Bachelor's Degree,1,1805,Male,Human Resources,2,Divorced,2592,7129,5,No,3
,28,No,Non-Travel,Human Resources,Associates Degree,1,1858,Male,Human Resources,4,Divorced,2706,10494,1,No,3
,35,No,Non-Travel,Research & Development,Associates Degree,1,1804,Male,Manufacturing Director,4,Divorced,5762,24442,2,No,3
,33,No,Non-Travel,Research & Development,Associates Degree,1,1994,Male,Laboratory Technician,3,Divorced,2008,20439,1,No,3
,30,No,Non-Travel,Research & Development,Bachelor's Degree,1,1482,Male,Research Scientist,3,Divorced,1274,7152,1,No,3
,40,No,Non-Travel,Research & Development,Master's Degree,1,1449,Male,Laboratory Technician,3,Divorced,3975,23099,3,No,3
,40,No,Non-Travel,Research & Development,High School,1,1468,Male,Research Director,2,Divorced,13757,25178,2,No,3
